(130.98616844836573, 123.084617542262)#2020-7-7 7:41:00.000000
(123.69802457818271, 123.92154905940028)#2020-2-24 19:45:00.000000
(123.23734556495121, 130.28423143000634)#2020-4-11 16:19:00.000000
(127.53124732312703, 132.90879659452304)#2020-1-6 22:30:00.000000
(123.5795007736503, 128.57547259472875)#2020-2-12 6:26:00.000000
(128.57053954968893, 129.86856168497016)#2020-6-27 3:23:00.000000
(128.60467641998756, 129.13963186719013)#2020-2-3 22:11:00.000000
(123.32986939638522, 123.9932715927842)#2020-4-16 17:26:00.000000
(131.10715503528857, 123.83814437448609)#2020-10-19 18:38:00.000000
(123.00718506218638, 125.18638849986172)#2020-4-24 20:17:00.000000
(123.48173995894419, 133.12596166499384)#2020-8-13 13:2:00.000000
(123.17308472818175, 123.80499824796918)#2020-8-19 14:21:00.000000
(128.91780435145103, 123.34754748487354)#2020-8-1 9:54:00.000000
(123.57550535256468, 124.12223499504192)#2020-1-6 2:9:00.000000
(123.75665657153142, 128.585531356047)#2020-9-21 14:21:00.000000
(123.31641249599062, 123.14899707044202)#2020-4-14 20:37:00.000000
(128.8639771011666, 123.56737767547655)#2020-9-4 4:5:00.000000
(123.09267131990381, 123.35873119089104)#2020-3-6 20:40:00.000000
(126.04639436777096, 123.46078862743683)#2020-4-14 9:51:00.000000
(132.95477869133157, 123.47894882227465)#2020-9-3 18:9:00.000000
(123.59489011305314, 125.58722139654775)#2020-7-22 14:10:00.000000
(131.20787823087215, 130.56987505010068)#2020-10-5 21:57:00.000000
(124.44589484717554, 123.3756473429442)#2020-6-27 12:50:00.000000
(123.40723834854086, 123.03090992986881)#2020-6-16 9:56:00.000000
(126.00306194287528, 124.01590228235375)#2020-9-10 19:12:00.000000
(123.671418561704, 125.98843431678993)#2020-10-1 4:41:00.000000
(123.41218956062627, 123.30531030919808)#2020-9-19 22:9:00.000000
(129.14374462728728, 131.33387061995987)#2020-7-21 22:25:00.000000
(123.21077483738469, 123.27749940859816)#2020-2-10 10:48:00.000000
(132.33547401108964, 124.89375995505993)#2020-1-21 3:2:00.000000
(123.49284896857903, 130.30263984915413)#2020-10-12 14:26:00.000000
(131.46240265596234, 123.49955895618646)#2020-1-2 5:49:00.000000
(127.97222547090573, 132.2301544166012)#2020-5-20 12:23:00.000000
(124.34266350172712, 123.04836902123431)#2020-6-14 17:21:00.000000
(123.99640525931557, 130.7213244637264)#2020-1-1 17:22:00.000000
(123.56327558008233, 123.11354642897123)#2020-8-6 1:15:00.000000
(123.98647059344287, 128.32941458815847)#2020-7-22 20:53:00.000000
(123.09450250021102, 123.56884094188973)#2020-3-11 8:21:00.000000
(132.6423143167239, 123.77581435972539)#2020-6-14 18:54:00.000000
(125.9185346903552, 127.43397653286172)#2020-4-15 19:24:00.000000
(128.29083659741775, 123.56507752426428)#2020-4-18 1:13:00.000000
(123.93794419098413, 131.05628525486048)#2020-4-19 7:33:00.000000
(126.39836590058557, 123.9792279468276)#2020-8-26 22:14:00.000000
(127.4160902936532, 123.65371713789595)#2020-4-2 4:24:00.000000
(129.11926639325446, 127.19324596911736)#2020-3-25 18:19:00.000000
(129.4742661721444, 123.06627989427825)#2020-2-17 3:52:00.000000
(123.27058445495146, 128.24454445688878)#2020-7-24 16:8:00.000000
(128.70349405587618, 128.29060724414188)#2020-11-13 9:19:00.000000
(124.36885169608432, 128.792036332133)#2020-8-3 7:10:00.000000
(123.10852068729474, 128.440146705204)#2020-5-15 14:27:00.000000
(123.35218481157314, 129.17637293246645)#2020-7-11 12:49:00.000000
(123.85923035419262, 126.9884809641748)#2020-5-10 8:25:00.000000
(123.78306240041425, 123.91219451328813)#2020-4-1 8:28:00.000000
(131.91166590487606, 123.106379858199)#2020-10-4 1:41:00.000000
(124.25867030850863, 129.19045012761555)#2020-7-25 13:46:00.000000
(123.41444122448186, 123.01189867848905)#2020-8-12 12:35:00.000000
(130.1202371574446, 123.9178202035101)#2020-4-5 12:8:00.000000
(123.47792950144142, 130.66634089957725)#2020-4-19 18:32:00.000000
(123.97043506228991, 123.74238153359221)#2020-8-22 4:17:00.000000
(129.84150811973254, 129.78394860543796)#2020-5-4 9:45:00.000000
(130.49881677038792, 124.68848407870516)#2020-11-20 17:45:00.000000
(123.6296217642797, 123.4264821562001)#2020-8-22 15:20:00.000000
(123.87393059893519, 129.05557605497043)#2020-10-8 11:57:00.000000
(123.47270562230906, 123.99531270640941)#2020-7-22 20:12:00.000000
(132.0776937581623, 123.7090352500978)#2020-2-11 13:13:00.000000
(125.44557485123904, 123.72004521518639)#2020-7-21 18:21:00.000000
(128.74471389870632, 123.42213859221663)#2020-9-3 17:31:00.000000
(123.06178199266385, 123.76241031772265)#2020-1-8 8:19:00.000000
(123.11256130548621, 123.53727576232917)#2020-3-11 1:7:00.000000
(133.56904400427507, 123.60231001766472)#2020-6-24 15:33:00.000000
(125.80820899141406, 130.95791439824058)#2020-8-1 16:26:00.000000
(123.97095674709341, 123.85805608883813)#2020-6-7 5:11:00.000000
(124.35185188795413, 123.00009809970861)#2020-10-9 17:53:00.000000
(123.8018843951622, 125.2311712528602)#2020-2-3 19:52:00.000000
(132.1878121833775, 123.9190965668451)#2020-3-7 5:38:00.000000
(132.22397203559714, 123.6677355979011)#2020-6-1 15:56:00.000000
(132.83450516574172, 124.8751341688643)#2020-7-23 4:15:00.000000
(128.20221731901617, 123.6347417519364)#2020-11-23 19:39:00.000000
(123.15075458850588, 125.9108443675719)#2020-3-26 17:10:00.000000
(123.8453425177457, 129.05939650972695)#2020-10-27 10:7:00.000000
(124.92703917312527, 130.8998413508312)#2020-11-25 13:17:00.000000
(128.41399107854005, 123.7252336859287)#2020-4-15 20:24:00.000000
(123.05781386622674, 123.93124887353984)#2020-6-7 7:40:00.000000
(123.4272377269975, 123.66937886755211)#2020-4-20 12:41:00.000000
(123.37184076943637, 123.91506296125053)#2020-3-12 5:3:00.000000
(123.81671206574609, 131.71395322221395)#2020-3-8 10:6:00.000000
(123.92718572038743, 123.16700761512955)#2020-1-22 16:15:00.000000
(128.40100330633598, 130.8815302608757)#2020-11-1 5:36:00.000000
(123.00435733631136, 131.57372048424182)#2020-10-18 6:35:00.000000
(124.57615640224476, 123.34180790879124)#2020-2-7 17:24:00.000000
(131.90057845825922, 123.14560795024983)#2020-7-10 3:23:00.000000
(123.80278445606903, 123.62119297612402)#2020-11-14 14:45:00.000000
(123.1520379454229, 124.8156568556228)#2020-8-4 20:55:00.000000
(123.88157181473552, 128.38148779210007)#2020-9-5 19:1:00.000000
(131.35987262281537, 130.711909832238)#2020-1-22 10:51:00.000000
(132.98178354997216, 129.88900276485683)#2020-4-6 4:41:00.000000
(123.18109629798991, 126.37925610982931)#2020-1-27 10:19:00.000000
(123.12197656749282, 123.34756629932406)#2020-7-5 14:27:00.000000
(131.2293024857324, 123.67402302780371)#2020-1-13 4:34:00.000000
(124.92613628049457, 123.67679434968068)#2020-6-4 20:14:00.000000
(128.20895865599846, 132.69182037704337)#2020-3-16 16:54:00.000000
(125.47911889593544, 123.98739178897833)#2020-8-2 1:35:00.000000
(128.01515606003224, 123.64132354998148)#2020-1-6 18:10:00.000000
(125.77569556384141, 123.01083330529613)#2020-11-1 7:47:00.000000
(124.42398884115418, 123.12631307166367)#2020-11-26 15:19:00.000000
(123.65666572397245, 123.82542279822763)#2020-4-11 1:7:00.000000
(123.46372901760414, 133.17278769649536)#2020-2-6 6:6:00.000000
(123.85346520156209, 123.64786287307963)#2020-10-21 19:25:00.000000
(123.77759522646627, 123.95049460619425)#2020-3-15 3:27:00.000000
(123.8816322923003, 123.16100434688853)#2020-6-11 14:5:00.000000
(123.49973127208094, 123.79547081851882)#2020-5-4 6:6:00.000000
(125.54634943354264, 127.91211220546859)#2020-8-13 3:49:00.000000
(123.36357111589886, 123.02900765867683)#2020-3-24 22:56:00.000000
(123.13537003725091, 123.76090036194607)#2020-11-8 14:37:00.000000
(123.77262556872373, 130.18044009050368)#2020-2-16 19:38:00.000000
(123.157859281666, 123.43777651917267)#2020-11-7 13:51:00.000000
(132.61320915762482, 123.45164185840194)#2020-1-24 8:27:00.000000
(123.04631281951917, 124.33550932030066)#2020-1-17 15:30:00.000000
(123.72858858234412, 123.22414589435645)#2020-11-1 22:58:00.000000
(123.66598297965949, 133.8531827418345)#2020-7-9 6:36:00.000000
(123.60073193025285, 124.4179784764159)#2020-1-7 7:46:00.000000
(123.75403351104956, 124.17050827675658)#2020-8-4 3:57:00.000000
(123.21379785501915, 132.76858336388554)#2020-9-4 2:48:00.000000
(123.03449478924183, 125.17872379167702)#2020-10-25 21:14:00.000000
(123.31889031931247, 123.99559369372652)#2020-9-16 2:6:00.000000
(128.02545005908624, 124.35132869833751)#2020-3-21 9:3:00.000000
(124.06431274430382, 129.29687094304157)#2020-8-3 5:48:00.000000
(133.14845613202777, 123.90043809913189)#2020-6-27 22:11:00.000000
(123.38687941190305, 126.26850745152115)#2020-6-17 18:11:00.000000
(132.98960800103202, 128.0734295647006)#2020-1-5 6:30:00.000000
(123.83399896652998, 127.58727780707983)#2020-4-14 15:57:00.000000
(123.00438448971863, 124.65043418275819)#2020-5-23 3:24:00.000000
(123.8920943087593, 127.65381084603284)#2020-1-22 1:38:00.000000
(129.62874963497038, 123.21406866509332)#2020-3-3 15:48:00.000000
(123.93051776537938, 125.05219708106213)#2020-7-1 19:6:00.000000
(126.32368803320287, 123.5700320076697)#2020-10-7 7:11:00.000000
(124.00211055244087, 128.2049047629116)#2020-8-9 22:58:00.000000
(123.1653132413684, 130.47457362578072)#2020-10-26 19:20:00.000000
(123.21964901646315, 123.85617805587769)#2020-8-23 5:34:00.000000
(128.13147210427883, 127.57478857822571)#2020-3-8 5:20:00.000000
(123.59210462393854, 123.39604894444285)#2020-9-13 14:35:00.000000
(123.90020995501531, 123.090291142314)#2020-9-13 1:56:00.000000
(123.86993320948898, 123.44469637680648)#2020-5-27 3:16:00.000000
(124.7414604799901, 133.34672330139807)#2020-4-17 9:27:00.000000
(123.8848458835591, 127.73724730186716)#2020-6-9 8:39:00.000000
(123.75762129548941, 123.62323149699226)#2020-5-16 7:29:00.000000
(132.99559848484336, 123.30244953695497)#2020-10-14 10:2:00.000000
(126.76007938548297, 128.14587147946148)#2020-4-9 4:30:00.000000
(123.34300937325423, 123.32066576100831)#2020-10-13 12:28:00.000000
(124.22076971785182, 131.03959791338602)#2020-3-21 9:12:00.000000
(123.35229726544948, 123.52510531266267)#2020-10-5 6:44:00.000000
(123.86441251791288, 123.6358630016574)#2020-6-22 9:27:00.000000
(123.66346551564448, 131.01376865285596)#2020-7-25 5:29:00.000000
(123.27848430978538, 130.03657741902055)#2020-6-24 4:38:00.000000
(123.19672682608368, 123.84774996833116)#2020-11-22 17:4:00.000000
(123.15244010155801, 123.23641984715225)#2020-2-18 15:30:00.000000
(123.34269742662674, 123.55493721001424)#2020-2-22 1:39:00.000000
(123.11576130405733, 127.12246085964505)#2020-2-25 22:38:00.000000
(123.9120300937475, 123.17453117957537)#2020-11-14 5:57:00.000000
(130.22599811918627, 123.99405119415445)#2020-9-11 20:7:00.000000
(123.0577224029966, 123.10162631833953)#2020-1-5 10:24:00.000000
(131.234993460404, 130.0865915982724)#2020-5-20 16:7:00.000000
(129.17836944955076, 129.1101760419008)#2020-1-15 7:54:00.000000
(125.35017650153581, 123.26330000440907)#2020-5-13 10:35:00.000000
(123.67608471530994, 130.71766216117913)#2020-8-12 8:53:00.000000
(123.36862464348002, 123.82214383961005)#2020-8-15 14:10:00.000000
(133.00238770957128, 123.75804372132212)#2020-4-4 4:36:00.000000
(130.25760977312737, 123.09275248032976)#2020-5-3 3:33:00.000000
(129.83885134581928, 125.04393108290316)#2020-10-23 10:13:00.000000
(125.09584137040432, 123.80130840502108)#2020-5-21 6:55:00.000000
(123.48958447918116, 123.35866916925478)#2020-6-6 7:48:00.000000
(131.3474750009483, 128.36468455592944)#2020-11-10 6:56:00.000000
(123.89518314096634, 123.6047894574772)#2020-10-5 22:36:00.000000
(128.94435409305268, 123.59913273518636)#2020-7-6 7:47:00.000000
(126.03164947623247, 123.11173469867806)#2020-10-7 13:2:00.000000
(123.1461311489817, 128.22602504945863)#2020-4-3 17:38:00.000000
(123.74670608564992, 123.634278852786)#2020-5-9 20:33:00.000000
(123.39383676276547, 123.13887228115833)#2020-8-24 3:6:00.000000
(123.6751292223852, 130.1463578481062)#2020-9-9 13:44:00.000000
(123.17312112187396, 123.96041162721804)#2020-3-25 1:38:00.000000
(127.20080600782455, 123.96859879634519)#2020-2-25 6:29:00.000000
(128.69087354516955, 123.38822024679163)#2020-4-14 13:6:00.000000
(127.74329605178745, 132.95097623355272)#2020-6-15 12:46:00.000000
(123.53042458810972, 125.14074282248141)#2020-6-7 7:8:00.000000
(124.53480431809857, 131.8426036936426)#2020-7-12 21:40:00.000000
(123.74392194859088, 133.67768997298444)#2020-7-10 19:13:00.000000
(128.88572720690368, 123.27975987116405)#2020-9-5 9:32:00.000000
(123.6178696159643, 123.97924075221404)#2020-8-3 5:7:00.000000
(123.64273044978964, 128.70995919789198)#2020-1-11 15:45:00.000000
(123.57075434811414, 130.61188328637894)#2020-6-12 17:50:00.000000
(124.25067643318478, 123.4070068786967)#2020-9-24 11:25:00.000000
(123.16065548892969, 124.84428159938895)#2020-9-3 5:40:00.000000
(123.12931258845003, 132.81088559416037)#2020-9-21 20:49:00.000000
(123.77436035518025, 132.10310926002256)#2020-8-22 6:12:00.000000
(123.78687597185863, 123.38105319264925)#2020-2-15 15:28:00.000000
(128.73212539426353, 131.70640000271925)#2020-5-15 19:46:00.000000
(123.03777788173862, 123.89334882775464)#2020-11-25 7:2:00.000000
(130.93250839445872, 123.82337684147221)#2020-6-5 7:42:00.000000
(132.5873124456484, 123.32974852545266)#2020-3-5 20:9:00.000000
(123.46964586215613, 129.78878141098997)#2020-9-24 8:51:00.000000
(130.67608688885147, 123.44914041465809)#2020-10-15 11:38:00.000000
(131.61679832491407, 123.36507876692647)#2020-11-19 18:52:00.000000
(129.7659305347403, 123.5925336613972)#2020-4-5 1:33:00.000000
(133.64199848735583, 123.02196361712097)#2020-4-14 18:58:00.000000
(123.55410763634121, 126.88266962438107)#2020-7-12 2:20:00.000000
(124.98729505023938, 124.70779721532227)#2020-8-15 2:41:00.000000
(123.08840847735227, 130.78069647156158)#2020-3-8 10:26:00.000000
(133.40480311378562, 123.84378914053062)#2020-10-9 14:18:00.000000
(128.66747632688083, 123.71098401252506)#2020-2-18 1:28:00.000000
(123.50519540620702, 123.46497332618726)#2020-8-10 10:10:00.000000
(123.08887335778762, 123.28971414428938)#2020-2-14 5:18:00.000000
(128.06100212426793, 123.84515536864917)#2020-9-24 2:51:00.000000
(123.58640556783011, 123.37435775823788)#2020-4-11 8:33:00.000000
(123.60136279959218, 129.8067623483703)#2020-4-24 13:34:00.000000
(123.15864267925033, 126.36793411239175)#2020-2-16 12:35:00.000000
(123.6763620731503, 131.04632079709478)#2020-7-16 15:38:00.000000
(130.04250326937938, 129.32306884289824)#2020-4-12 20:45:00.000000
(124.35652412771071, 130.98483998091245)#2020-2-12 5:11:00.000000
(123.21471899805137, 126.1297432216211)#2020-9-27 8:36:00.000000
(133.66988124800292, 132.37745593146113)#2020-11-27 8:30:00.000000
(123.21966101837133, 123.67393723520614)#2020-10-4 18:58:00.000000
(123.61984848268824, 123.17744317242567)#2020-4-21 7:16:00.000000
(132.7439767734842, 123.00302015838464)#2020-9-5 5:13:00.000000
(123.53648511830069, 128.27238834632564)#2020-8-5 9:1:00.000000
(123.99159100065371, 123.35289816370681)#2020-7-7 3:34:00.000000
(131.69149391233805, 123.92469734452355)#2020-2-26 15:38:00.000000
(123.17131970727401, 123.56552242803733)#2020-6-27 16:27:00.000000
(124.79561475977847, 126.78321493061686)#2020-2-20 12:23:00.000000
(123.59179474353412, 123.24603795033993)#2020-2-20 2:25:00.000000
(128.46218863865914, 127.49127895530283)#2020-11-24 19:50:00.000000
(123.14840694129829, 131.28712240863322)#2020-3-24 4:21:00.000000
(129.66909676107426, 123.8296990004892)#2020-11-25 17:21:00.000000
(133.11837183574733, 123.75106860264655)#2020-1-23 14:33:00.000000
(123.1546473147308, 123.28771369067121)#2020-11-2 13:7:00.000000
(131.54345519638238, 127.65088396892683)#2020-5-12 2:51:00.000000
(123.73116131962128, 123.24567721513364)#2020-1-8 17:54:00.000000
(127.6313641977381, 123.97442332501339)#2020-4-21 2:27:00.000000
(123.7825655568409, 123.79779598645112)#2020-3-24 22:12:00.000000
(123.31313247498535, 123.6757305904142)#2020-1-8 5:4:00.000000
(131.34586769473364, 123.10745746876891)#2020-6-14 15:9:00.000000
(128.01730478689754, 127.76404354057918)#2020-9-16 8:11:00.000000
(126.44965502075873, 123.60144112727848)#2020-6-4 4:37:00.000000
(123.87198689947851, 123.64086045080431)#2020-3-15 13:44:00.000000
(123.94668982344304, 129.83312406043527)#2020-1-13 14:15:00.000000
(128.2673449816763, 123.3411323567745)#2020-5-1 17:50:00.000000
(124.80950180394434, 123.62830912504498)#2020-3-23 3:16:00.000000
(132.16859732101764, 123.28989410793739)#2020-1-23 7:48:00.000000
(132.5815006491089, 128.95739377924681)#2020-5-1 22:42:00.000000
(127.66010336616866, 124.711949308112)#2020-9-21 21:24:00.000000
(123.38756472456053, 123.64266342012712)#2020-2-7 5:55:00.000000
(131.26347446086086, 123.4294730890816)#2020-10-24 16:1:00.000000
(123.2493642117328, 123.56272118406818)#2020-2-11 12:16:00.000000
(130.0499136310038, 133.2960439117077)#2020-3-4 14:44:00.000000
(123.8548242216673, 123.45896146796105)#2020-4-8 2:54:00.000000
(129.56616728625372, 123.88741232055902)#2020-3-19 10:19:00.000000
(123.91622732388187, 123.07354497992924)#2020-2-3 1:1:00.000000
(123.69293156184136, 123.49779494173404)#2020-9-18 4:18:00.000000
(123.16725504081569, 123.16413117485067)#2020-10-14 17:42:00.000000
(124.1467046292164, 132.59467362727602)#2020-3-6 10:34:00.000000
(123.31763959432057, 123.4545455709366)#2020-11-14 21:50:00.000000
(124.27292811579066, 130.85689268326485)#2020-4-6 3:46:00.000000
(123.6350514280198, 123.19159032753036)#2020-3-18 7:38:00.000000
